nohup: ignoring input
t=2026-04-22T08:19:11+0000 lvl=info msg="no configuration paths supplied"
t=2026-04-22T08:19:11+0000 lvl=info msg="using configuration at default config path" path=/home/azureuser/.config/ngrok/ngrok.yml
t=2026-04-22T08:19:11+0000 lvl=info msg="open config file" path=/home/azureuser/.config/ngrok/ngrok.yml err=nil
t=2026-04-22T08:19:11+0000 lvl=info msg="FIPS 140 mode" enabled=false
t=2026-04-22T08:19:11+0000 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040 allow_hosts=[]
t=2026-04-22T09:55:06+0000 lvl=info msg="join connections" obj=join id=5858329e77dd l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:55:21+0000 lvl=info msg="join connections" obj=join id=f905ef238534 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:55:36+0000 lvl=info msg="join connections" obj=join id=f6dd815930d9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:55:52+0000 lvl=info msg="join connections" obj=join id=4feba9a00638 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:56:07+0000 lvl=info msg="join connections" obj=join id=56d2c3a197e7 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:56:22+0000 lvl=info msg="join connections" obj=join id=90662c6f7080 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:56:37+0000 lvl=info msg="join connections" obj=join id=1e9a08efa4f2 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:56:52+0000 lvl=info msg="join connections" obj=join id=970c36ff8f6a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:57:07+0000 lvl=info msg="join connections" obj=join id=16e9d1c74700 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:57:22+0000 lvl=info msg="join connections" obj=join id=735f68bec148 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:57:37+0000 lvl=info msg="join connections" obj=join id=07e1089dd1dd l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:57:52+0000 lvl=info msg="join connections" obj=join id=9fde9a2b607e l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:58:07+0000 lvl=info msg="join connections" obj=join id=bf61d4150f50 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:58:22+0000 lvl=info msg="join connections" obj=join id=62dd1d951fa5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:58:37+0000 lvl=info msg="join connections" obj=join id=b5dccc8c42be l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:58:52+0000 lvl=info msg="join connections" obj=join id=1642c45a0a2f l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:59:07+0000 lvl=info msg="join connections" obj=join id=7d4b3a8818cd l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:59:22+0000 lvl=info msg="join connections" obj=join id=a2ae4aadca5e l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:59:37+0000 lvl=info msg="join connections" obj=join id=b9fd037907cc l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T09:59:52+0000 lvl=info msg="join connections" obj=join id=f4e7596afd44 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:00:08+0000 lvl=info msg="join connections" obj=join id=8eaa1ff5002d l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:00:23+0000 lvl=info msg="join connections" obj=join id=8c46ac34f335 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:00:38+0000 lvl=info msg="join connections" obj=join id=7cf3fc1a5bd7 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:00:53+0000 lvl=info msg="join connections" obj=join id=f558b5baabef l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:01:08+0000 lvl=info msg="join connections" obj=join id=64a51bf3e37b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:01:23+0000 lvl=info msg="join connections" obj=join id=ac7dc18d6738 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:01:38+0000 lvl=info msg="join connections" obj=join id=b289e3938e02 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:01:53+0000 lvl=info msg="join connections" obj=join id=12c7df49216a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:02:08+0000 lvl=info msg="join connections" obj=join id=3be673094c19 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:02:23+0000 lvl=info msg="join connections" obj=join id=bfd3ce083686 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:02:32+0000 lvl=info msg="join connections" obj=join id=bfd2ed95d9df l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:02:47+0000 lvl=info msg="join connections" obj=join id=6b47e9c0bcab l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:03:02+0000 lvl=info msg="join connections" obj=join id=35a16f8a0f84 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:03:17+0000 lvl=info msg="join connections" obj=join id=25b267640313 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:03:32+0000 lvl=info msg="join connections" obj=join id=45f6eb7e063a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:03:48+0000 lvl=info msg="join connections" obj=join id=377098d535ea l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:04:03+0000 lvl=info msg="join connections" obj=join id=a778302edccb l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:04:18+0000 lvl=info msg="join connections" obj=join id=c3b202d7e1e0 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:04:33+0000 lvl=info msg="join connections" obj=join id=820e8b434bb5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:04:48+0000 lvl=info msg="join connections" obj=join id=af69e139e121 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:05:03+0000 lvl=info msg="join connections" obj=join id=7c304899e60c l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:05:18+0000 lvl=info msg="join connections" obj=join id=80bccd9ebeb2 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:05:33+0000 lvl=info msg="join connections" obj=join id=ddb318d53e40 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:05:48+0000 lvl=info msg="join connections" obj=join id=085cc0a333f2 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:06:03+0000 lvl=info msg="join connections" obj=join id=ecdab154952b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:06:18+0000 lvl=info msg="join connections" obj=join id=b2e0ff3c1029 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:06:33+0000 lvl=info msg="join connections" obj=join id=4d07fe5cdab0 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:06:48+0000 lvl=info msg="join connections" obj=join id=90e340db56d0 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:07:03+0000 lvl=info msg="join connections" obj=join id=4c02be044f26 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:07:18+0000 lvl=info msg="join connections" obj=join id=89743f4ecc52 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:07:33+0000 lvl=info msg="join connections" obj=join id=71067faabde4 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:07:48+0000 lvl=info msg="join connections" obj=join id=b9afb3157be9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:08:04+0000 lvl=info msg="join connections" obj=join id=7e918c755024 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:08:19+0000 lvl=info msg="join connections" obj=join id=4263fb71f3ca l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:08:34+0000 lvl=info msg="join connections" obj=join id=2d8feafb3899 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:08:49+0000 lvl=info msg="join connections" obj=join id=39c71668397b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:09:04+0000 lvl=info msg="join connections" obj=join id=b78f04a6660a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:09:19+0000 lvl=info msg="join connections" obj=join id=c0c8b0313557 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:09:34+0000 lvl=info msg="join connections" obj=join id=cd25186d590a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:09:49+0000 lvl=info msg="join connections" obj=join id=70dd1e3d4625 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:10:04+0000 lvl=info msg="join connections" obj=join id=7bfb7ea7060c l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:10:19+0000 lvl=info msg="join connections" obj=join id=d3b1d7169ce3 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:10:34+0000 lvl=info msg="join connections" obj=join id=d20eab559ebb l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:10:49+0000 lvl=info msg="join connections" obj=join id=f9826fe4072b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:11:04+0000 lvl=info msg="join connections" obj=join id=e231fd617809 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:11:19+0000 lvl=info msg="join connections" obj=join id=d5ee013f26f9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:11:34+0000 lvl=info msg="join connections" obj=join id=89971dc58701 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:11:49+0000 lvl=info msg="join connections" obj=join id=9d270b2d120f l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:12:04+0000 lvl=info msg="join connections" obj=join id=41b0f1efc35b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:12:20+0000 lvl=info msg="join connections" obj=join id=d1387aa7f8df l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:12:35+0000 lvl=info msg="join connections" obj=join id=099a460ed40b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:12:50+0000 lvl=info msg="join connections" obj=join id=36864395b6cc l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:13:05+0000 lvl=info msg="join connections" obj=join id=f750ed2d4b1d l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:13:20+0000 lvl=info msg="join connections" obj=join id=fc4a9267d0d5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:13:35+0000 lvl=info msg="join connections" obj=join id=59d533b90688 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:13:50+0000 lvl=info msg="join connections" obj=join id=f9f2ec9f51f5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:14:05+0000 lvl=info msg="join connections" obj=join id=1defc80b9447 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:14:20+0000 lvl=info msg="join connections" obj=join id=4863b614dad9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:14:35+0000 lvl=info msg="join connections" obj=join id=09d2236082a9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:14:50+0000 lvl=info msg="join connections" obj=join id=1da62870a5eb l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:15:05+0000 lvl=info msg="join connections" obj=join id=071dac1a5cff l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:15:20+0000 lvl=info msg="join connections" obj=join id=e8d9f64d4fd6 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:15:35+0000 lvl=info msg="join connections" obj=join id=29dc2c9bbd7e l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:15:50+0000 lvl=info msg="join connections" obj=join id=c321add50086 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:16:05+0000 lvl=info msg="join connections" obj=join id=18cc12c547a5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:16:20+0000 lvl=info msg="join connections" obj=join id=5cecd088a05d l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:16:36+0000 lvl=info msg="join connections" obj=join id=314c7da8e6e6 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:16:51+0000 lvl=info msg="join connections" obj=join id=50f54e8b62ce l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:17:06+0000 lvl=info msg="join connections" obj=join id=975a86dd6d86 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:17:21+0000 lvl=info msg="join connections" obj=join id=ef632be36ecc l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:17:36+0000 lvl=info msg="join connections" obj=join id=99b9b5181cf7 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:17:51+0000 lvl=info msg="join connections" obj=join id=0d74ced33244 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:18:06+0000 lvl=info msg="join connections" obj=join id=3f302cf20ba5 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:18:21+0000 lvl=info msg="join connections" obj=join id=d02dc98531b9 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:18:36+0000 lvl=info msg="join connections" obj=join id=c1093ac1a388 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:18:51+0000 lvl=info msg="join connections" obj=join id=a8a2baf55c67 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:19:06+0000 lvl=info msg="join connections" obj=join id=c01e4dc5108c l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:19:21+0000 lvl=info msg="join connections" obj=join id=47b0269e9dea l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:19:36+0000 lvl=info msg="join connections" obj=join id=ac07910e20ac l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:19:51+0000 lvl=info msg="join connections" obj=join id=98a1e3998396 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:20:06+0000 lvl=info msg="join connections" obj=join id=4e1cb654ec7b l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:20:21+0000 lvl=info msg="join connections" obj=join id=4dff94678293 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:20:36+0000 lvl=info msg="join connections" obj=join id=95424065b2a4 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:20:52+0000 lvl=info msg="join connections" obj=join id=74b88b1c600a l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:21:07+0000 lvl=info msg="join connections" obj=join id=cde39c6ae7a4 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:21:22+0000 lvl=info msg="join connections" obj=join id=0683cf1fb922 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:21:37+0000 lvl=info msg="join connections" obj=join id=ff9f457ffddd l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:21:52+0000 lvl=info msg="join connections" obj=join id=c285c705be35 l=127.0.0.1:8787 r=130.248.127.34:31388
t=2026-04-22T10:22:07+0000 lvl=info msg="join connections" obj=join id=1c7a10d16ed7 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:22:22+0000 lvl=info msg="join connections" obj=join id=8b334572d14f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:22:37+0000 lvl=info msg="join connections" obj=join id=da45d3224ba2 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:22:52+0000 lvl=info msg="join connections" obj=join id=7ba1da6a3cf1 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:23:07+0000 lvl=info msg="join connections" obj=join id=d38211d890fb l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:23:22+0000 lvl=info msg="join connections" obj=join id=722b6c84f709 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:23:37+0000 lvl=info msg="join connections" obj=join id=0930272c7aaa l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:23:52+0000 lvl=info msg="join connections" obj=join id=6d1d71de9974 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:24:07+0000 lvl=info msg="join connections" obj=join id=d74cf5561998 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:24:22+0000 lvl=info msg="join connections" obj=join id=3ed3bc763fb5 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:24:37+0000 lvl=info msg="join connections" obj=join id=651183f84e86 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:24:53+0000 lvl=info msg="join connections" obj=join id=2c43c07cfb58 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:25:08+0000 lvl=info msg="join connections" obj=join id=a14377a3cb43 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:25:23+0000 lvl=info msg="join connections" obj=join id=51791565081f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:25:38+0000 lvl=info msg="join connections" obj=join id=dfe969074b0c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:25:53+0000 lvl=info msg="join connections" obj=join id=a89bd2191533 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:26:08+0000 lvl=info msg="join connections" obj=join id=d2b121697aed l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:26:23+0000 lvl=info msg="join connections" obj=join id=08547df53eb4 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:26:38+0000 lvl=info msg="join connections" obj=join id=eeefcaf9cc41 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:26:53+0000 lvl=info msg="join connections" obj=join id=ba7d44e6d049 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:27:08+0000 lvl=info msg="join connections" obj=join id=6342c3493649 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:27:23+0000 lvl=info msg="join connections" obj=join id=5ca1a040212e l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:27:38+0000 lvl=info msg="join connections" obj=join id=3ee231d44846 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:27:53+0000 lvl=info msg="join connections" obj=join id=e940f7f8442b l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:28:08+0000 lvl=info msg="join connections" obj=join id=d332c50a7870 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:28:23+0000 lvl=info msg="join connections" obj=join id=0298162c8542 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:28:38+0000 lvl=info msg="join connections" obj=join id=8d2e1f43a409 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:28:53+0000 lvl=info msg="join connections" obj=join id=61cbaf46e1a3 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:29:08+0000 lvl=info msg="join connections" obj=join id=fad25db6cefc l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:29:24+0000 lvl=info msg="join connections" obj=join id=c10c10e5e6a4 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:29:39+0000 lvl=info msg="join connections" obj=join id=303dfdb3bd7c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:29:54+0000 lvl=info msg="join connections" obj=join id=5db584185e19 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:30:09+0000 lvl=info msg="join connections" obj=join id=46455f4c5e2d l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:30:24+0000 lvl=info msg="join connections" obj=join id=25d9d9c42cc3 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:30:39+0000 lvl=info msg="join connections" obj=join id=c6fa22fc6005 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:30:54+0000 lvl=info msg="join connections" obj=join id=c724e84490f5 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:31:09+0000 lvl=info msg="join connections" obj=join id=577de29e058e l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:31:24+0000 lvl=info msg="join connections" obj=join id=153458eea31a l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:31:39+0000 lvl=info msg="join connections" obj=join id=b2fd4046a11a l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:31:54+0000 lvl=info msg="join connections" obj=join id=b50f6ce257ca l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:32:09+0000 lvl=info msg="join connections" obj=join id=767d482ad8ce l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:32:24+0000 lvl=info msg="join connections" obj=join id=8fe2ff5aea60 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:32:39+0000 lvl=info msg="join connections" obj=join id=59211d243627 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:32:54+0000 lvl=info msg="join connections" obj=join id=d1bac6c05fce l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:33:09+0000 lvl=info msg="join connections" obj=join id=e07d29752b8d l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:33:24+0000 lvl=info msg="join connections" obj=join id=116f1a28d31a l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:33:40+0000 lvl=info msg="join connections" obj=join id=efc2dec026ed l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:33:55+0000 lvl=info msg="join connections" obj=join id=d6bcb2de1e2f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:34:10+0000 lvl=info msg="join connections" obj=join id=b6dc516e9b7c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:34:25+0000 lvl=info msg="join connections" obj=join id=b027f53ddb9f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:34:40+0000 lvl=info msg="join connections" obj=join id=264805845005 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:34:55+0000 lvl=info msg="join connections" obj=join id=21ec41c79303 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:35:10+0000 lvl=info msg="join connections" obj=join id=815e33f27b63 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:35:25+0000 lvl=info msg="join connections" obj=join id=9b6e321319c4 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:35:40+0000 lvl=info msg="join connections" obj=join id=b5e57c43f437 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:35:55+0000 lvl=info msg="join connections" obj=join id=247c177cf927 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:36:10+0000 lvl=info msg="join connections" obj=join id=acfe04fa454e l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:36:25+0000 lvl=info msg="join connections" obj=join id=42bcda224fc2 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:36:40+0000 lvl=info msg="join connections" obj=join id=01fdc016d0ff l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:36:55+0000 lvl=info msg="join connections" obj=join id=1982d3ada261 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:37:10+0000 lvl=info msg="join connections" obj=join id=4280035711ce l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:37:25+0000 lvl=info msg="join connections" obj=join id=a16d64be223f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:37:40+0000 lvl=info msg="join connections" obj=join id=911d2fe94dff l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:37:56+0000 lvl=info msg="join connections" obj=join id=8bb96c05317c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:38:11+0000 lvl=info msg="join connections" obj=join id=38ab7e4d6293 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:38:26+0000 lvl=info msg="join connections" obj=join id=f3a096036ba5 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:38:41+0000 lvl=info msg="join connections" obj=join id=14e64bcfa3c0 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:38:56+0000 lvl=info msg="join connections" obj=join id=413d8b7d4f2f l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:39:11+0000 lvl=info msg="join connections" obj=join id=e64627eae385 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:39:26+0000 lvl=info msg="join connections" obj=join id=73a5a96720ad l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:39:41+0000 lvl=info msg="join connections" obj=join id=1f6f0aef57b0 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:39:56+0000 lvl=info msg="join connections" obj=join id=2ef9e0748484 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:40:11+0000 lvl=info msg="join connections" obj=join id=8adac846eb50 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:40:26+0000 lvl=info msg="join connections" obj=join id=64b642357f7c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:40:41+0000 lvl=info msg="join connections" obj=join id=0d9fc9271ed0 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:40:56+0000 lvl=info msg="join connections" obj=join id=caae738664db l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:41:11+0000 lvl=info msg="join connections" obj=join id=d1cfaf01d98d l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:41:26+0000 lvl=info msg="join connections" obj=join id=99e916511ef9 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:41:41+0000 lvl=info msg="join connections" obj=join id=368ab5b2d1ab l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:41:56+0000 lvl=info msg="join connections" obj=join id=0f4163e190b8 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:42:12+0000 lvl=info msg="join connections" obj=join id=0e56f810a2f2 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:42:27+0000 lvl=info msg="join connections" obj=join id=01e750f893e6 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:42:42+0000 lvl=info msg="join connections" obj=join id=1adacfc7c0f0 l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:42:57+0000 lvl=info msg="join connections" obj=join id=1be20e4c9aef l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:43:12+0000 lvl=info msg="join connections" obj=join id=c4ddc669059c l=127.0.0.1:8787 r=130.248.127.34:2932
t=2026-04-22T10:43:27+0000 lvl=info msg="join connections" obj=join id=a8edd54e74ac l=127.0.0.1:8787 r=130.248.127.34:2932
